name,email,country,region,phone,address,occupation,score,registration_number,married
Stacy Prince,justo.eu@ettristique.com,Brazil,Rio Grande do Sul,(59) 0000-9542,Ap #614-7992 Vivamus Street,Medico,3,4,Sim
Erich Tillman,orci.lobortis@vitaesodalesat.net,Brazil,Pernambuco,(47) 0000-3054,548 Mauris Rd.,Cirurgiao,2,2,Sim
Kristen Howell,magna@ametornare.edu,Brazil,Paraíba,(57) 0000-4581,Ap #388-5250 Sagittis Avenue,Farmaceutico,1,10,Sim
Berk Brewer,nonummy.ut@duis.com,Brazil,Bahia,(34) 0000-2867,Ap #567-4932 Euismod Street,Fisioterapeuta Geral,1,7,Nao
Dana Rosario,mauris.non@cursusinhendrerit.com,Brazil,Bahia,(45) 0000-1269,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Fisioterapeuta Geral,3,3,Sim
Basil Holloway,turpis.egestas.aliquam@eleifendcras.edu,Brazil,Rio de Janeiro,(36) 0000-2818,Ap #146-6701 Nisl St.,Enfermeiro Chefe,6,7,Nao
Rama Hicks,maecenas.ornare.egestas@nullamlobortis.co.uk,Brazil,Minas Gerais,(37) 0000-3836,107-2291 Ultrices. Avenue,Cirurgiao,4,1,Sim
Katelyn Luna,montes@malesuada.com,Brazil,Minas Gerais,(78) 0000-1718,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Enfermeiro Obstreta,10,2,Sim
Bernard Greer,iaculis.lacus@massa.com,Brazil,São Paulo,(42) 0000-5733,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Enfermeiro Obstreta,9,5,Sim
Zena Tillman,curabitur@cras.org,Brazil,Minas Gerais,(58) 0000-8877,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Farmaceutico,9,8,Nao
Orla Martinez,quam.dignissim.pharetra@pedepraesent.net,Brazil,Paraná,(19) 0000-3968,862-6623 Rhoncus. St.,Auxiliar de Enfermagem,3,1,Nao
Shelby Cleveland,amet.ante@vitae.com,Brazil,Maranhão,(53) 0000-4474,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Nefrologista,10,1,Nao
Kyla Jacobs,ac.orci@faucibusleo.net,Brazil,Minas Gerais,(95) 0000-3410,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Fisioterapeuta Geral,9,6,Sim
Zachery Taylor,arcu.aliquam@aliquamvulputate.com,Brazil,Ceará,(24) 0000-4438,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Nefrologista,1,4,Nao
Holmes Whitfield,non.lobortis@feugiat.com,Brazil,Paraíba,(58) 0000-8368,Ap #500-4758 Consequat Rd.,Cirurgiao,8,3,Sim
Lewis Patel,non.massa@nullaaliquetproin.ca,Brazil,Rio de Janeiro,(52) 0000-5764,Ap #196-4603 Sit Rd.,Enfermeiro Plantonista,2,6,Nao
Reed Spears,nulla.integer@dictumphasellusin.com,Brazil,Paraíba,(81) 0000-8185,Ap #336-6747 A Ave,Tecnico Enfermagem,7,1,Nao
Zeus Valencia,at.auctor@aptenttaciti.edu,Brazil,Ceará,(81) 0000-2356,Ap #161-2901 Eget Road,Enfermeiro Chefe,7,10,Nao
Acton Barton,sagittis.duis.gravida@sitamet.org,Brazil,Ceará,(75) 0000-3672,Ap #219-2053 Pellentesque St.,Cirurgiao,7,8,Nao
Jason Ingram,dui.in@idsapien.net,Brazil,Pernambuco,(67) 0000-4548,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Cirurgiao,6,9,Sim
Raphael Dyer,mus.aenean.eget@risusdonec.co.uk,Brazil,Paraíba,(73) 0000-3272,359-7638 Ac Street,Medico,7,4,Sim
Chandler Britt,ut@ametconsectetuer.com,Brazil,Paraíba,(17) 0000-2581,Ap #348-1980 Auctor. Avenue,Tecnico Enfermagem,9,5,Sim
Janna Callahan,est.nunc@purusin.co.uk,Brazil,Pará,(81) 0000-8551,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Coordenador de Enfermagem,7,1,Sim
Abra O'brien,dui.in@vitae.edu,Brazil,Pará,(81) 0000-9122,"Candice Yates,massa.integer@tinciduntnuncac.ca,Brazil,Minas Gerais,(49) 0000-7131,651-3908 Lacus. Rd.,Enfermeiro Obstreta,9,10,Sim",Cirurgiao,8,1,Nao
Jasper Rich,tristique.ac@sedid.ca,Brazil,Paraná,(86) 0000-2189,2045 Hendrerit. Road,Enfermeiro Obstreta,5,8,Sim
Elijah Tate,tempor.est@necmauris.edu,Brazil,Minas Gerais,(24) 0000-1484,Ap #764-9842 Aliquam Ave,Fisioterapeuta Geral,7,9,Nao
Herrod Carson,non.enim.commodo@sempereratin.org,Brazil,Ceará,(52) 0000-2774,Ap #544-9076 Semper Rd.,Enfermeiro Chefe,3,9,Nao
Amber Sutton,in@feugiattelluslorem.net,Brazil,Paraná,(06) 0000-4766,573-2412 Tortor Av.,Nefrologista,2,2,Sim
Kimberly Dodson,turpis.nec@sitamet.com,Brazil,Rio Grande do Sul,(78) 0000-2176,Ap #903-5259 Suspendisse Rd.,Enfermeiro Obstreta,3,9,Nao
Randall Alston,lacinia@arcu.com,Brazil,Santa Catarina,(65) 0000-2442,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Medico,2,4,Nao
Wang Bailey,mauris.ut@proineget.edu,Brazil,Santa Catarina,(07) 0000-1244,5288 Ac Av.,Cirurgiao,4,2,Sim
Cruz Burgess,placerat.velit.quisque@lacus.ca,Brazil,Paraíba,(92) 0000-7113,479-2721 Urna. St.,Enfermeiro Chefe,9,6,Sim
Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim
Walter Hopkins,vitae.erat@scelerisquelorem.org,Brazil,São Paulo,(26) 0000-4444,790-3911 Donec St.,Enfermeiro Plantonista,7,2,Nao
Josiah Vang,aliquam.iaculis.lacus@nequevenenatislacus.net,Brazil,Santa Catarina,(81) 0000-4305,Ap #573-5247 Sagittis Rd.,Enfermeiro Chefe,3,5,Sim
Baxter Murray,ipsum@vitaeposuere.edu,Brazil,Ceará,(28) 0000-7032,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Medico,5,2,Nao
Colt Ferrell,dui.fusce.diam@diamproin.net,Brazil,Rio de Janeiro,(21) 0000-3213,694-8515 Id Rd.,Enfermeiro Plantonista,10,5,Nao
Kasimir Head,purus.nullam@duisdignissim.com,Brazil,Rio Grande do Sul,(25) 0000-7534,Ap #177-1442 Interdum Rd.,Auxiliar de Enfermagem,6,6,Nao
Victor Long,habitant.morbi@nisiaeneaneget.ca,Brazil,Pará,(98) 0000-6787,275-8690 Nulla St.,Tecnico Enfermagem,7,8,Sim
Nolan Newton,nibh.lacinia@phasellusfermentumconvallis.net,Brazil,Rio Grande do Sul,(47) 0000-2402,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Coordenador de Enfermagem,9,9,Nao
Aaron Gallegos,amet.ornare@egetvolutpat.net,Brazil,Rio Grande do Sul,(25) 0000-6437,377-9467 Commodo St.,Enfermeiro Obstreta,10,4,Sim
Wang Hendrix,velit.cras@lectusnullam.org,Brazil,Pará,(08) 0000-1989,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Plantonista,8,6,Nao
Dawn Lewis,nonummy.ipsum@urnaconvallis.net,Brazil,Pernambuco,(99) 0000-3620,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Tecnico Enfermagem,2,8,Nao
Hollee Navarro,nullam.scelerisque@primis.edu,Brazil,Bahia,(36) 0000-6581,539-6785 Nulla Rd.,Gerente de Enfermagem,1,4,Nao
India Pugh,urna.justo.faucibus@velitin.ca,Brazil,Rio de Janeiro,(20) 0000-3695,Ap #370-5570 Fringilla Road,Coordenador de Enfermagem,10,6,Nao
Stewart Allison,cursus.purus@elitpretium.org,Brazil,Paraná,(42) 0000-6833,985-8311 Sed Rd.,Coordenador de Enfermagem,5,6,Sim
Joelle Le,non.dapibus.rutrum@dolorvitaedolor.com,Brazil,Goiás,(28) 0000-3587,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Chefe,9,3,Nao
Illana Sexton,lorem.vitae.odio@crasvulputate.org,Brazil,Minas Gerais,(51) 0000-3435,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Coordenador de Enfermagem,7,4,Sim
Maris Melendez,malesuada.id@nunc.co.uk,Brazil,Minas Gerais,(85) 0000-8149,Ap #524-7504 Cum Road,Enfermeiro Obstreta,7,2,Nao
Aline Moss,magna@turpis.edu,Brazil,Bahia,(15) 0000-3635,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Plantonista,8,10,Sim
Garrison Rivers,pede.malesuada@estarcuac.com,Brazil,Bahia,(35) 0000-3249,420-4098 Eget Street,Enfermeiro Plantonista,6,4,Sim
Sheila Barrett,et.ultrices@nuncest.edu,Brazil,Pernambuco,(38) 0000-9368,632-2609 Eu Rd.,Nefrologista,8,7,Sim
Evelyn Marshall,eu@a.com,Brazil,Rio de Janeiro,(83) 0000-2987,7934 Ligula Street,Enfermeiro UTI,1,3,Nao
Ramona Murray,neque@nuncmauriselit.com,Brazil,Pará,(10) 0000-6872,950-4225 Est St.,Auxiliar de Enfermagem,9,2,Nao
Kelly Cleveland,justo.proin@velitcras.edu,Brazil,Bahia,(14) 0000-2976,677-6154 Molestie Rd.,Nefrologista,5,10,Sim
Porter Alford,nunc@posuereat.com,Brazil,Rio de Janeiro,(22) 0000-0614,998-2857 Sed Road,Enfermeiro Plantonista,2,6,Sim
Ross Ball,lorem.vitae.odio@nullasemper.edu,Brazil,Santa Catarina,(91) 0000-0376,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Farmaceutico,2,7,Sim
Pascale Shaffer,libero.at@scelerisquelorem.edu,Brazil,Rio de Janeiro,(58) 0000-2088,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Tecnico Em Radiologia,8,9,Sim
Xavier Christian,tellus.aenean.egestas@nonquam.co.uk,Brazil,Paraná,(87) 0000-8068,Ap #840-7586 Elit St.,Cirurgiao,4,7,Sim
Shafira O'brien,augue.eu@tinciduntnuncac.co.uk,Brazil,Paraíba,(71) 0000-9821,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Tecnico Enfermagem,2,5,Sim
Elmo Spencer,aliquet.metus.urna@sedcongueelit.ca,Brazil,Rio de Janeiro,(27) 0000-1517,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Fisioterapeuta Geral,10,3,Sim
Lisandra Hester,turpis.nec.mauris@suspendissenon.edu,Brazil,Paraná,(41) 0000-0221,601-5575 Ligula. Ave,Auxiliar de Enfermagem,5,7,Sim
Charissa Pacheco,sociis.natoque@tellusid.net,Brazil,Minas Gerais,(41) 0000-1130,349-2507 Donec Road,Coordenador de Enfermagem,1,7,Sim
Walter Meyer,dui@vivamusnibh.org,Brazil,Minas Gerais,(28) 0000-4956,9701 Interdum Road,Cirurgiao,6,10,Nao
Alec Thornton,ipsum.dolor@ultrices.com,Brazil,Rio Grande do Sul,(87) 0000-5776,1851 Duis Rd.,Coordenador de Enfermagem,10,1,Sim
Scott Wagner,tincidunt@montesnasceturridiculus.net,Brazil,Goiás,(04) 0000-2451,8856 Odio. Av.,Enfermeiro Plantonista,4,3,Sim
Priscilla Ewing,luctus.aliquet@lectuspede.org,Brazil,Santa Catarina,(26) 0000-8435,6226 Cum Road,Nefrologista,3,1,Sim
Paul Woodward,cursus@ametornare.edu,Brazil,Pernambuco,(33) 0000-1826,7139 Aenean Av.,Coordenador de Enfermagem,3,8,Sim
Marshall Vaughn,convallis.est@duisvolutpat.org,Brazil,Paraná,(23) 0000-3386,211-236 Natoque Street,Tecnico Enfermagem,7,3,Sim
Nyssa Poole,risus.morbi@idblanditat.net,Brazil,Pernambuco,(23) 0000-5566,7568 Phasellus Ave,Enfermeiro Plantonista,1,4,Nao
Neil Wooten,donec.tempor.est@loremipsum.co.uk,Brazil,Bahia,(12) 0000-7056,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Tecnico Enfermagem,8,5,Sim
Simon Pittman,adipiscing.ligula@erat.net,Brazil,Goiás,(03) 0000-2056,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Plantonista,10,6,Sim
Fiona Kent,a.felis@cum.net,Brazil,Bahia,(74) 0000-2771,Ap #578-4939 Turpis. Rd.,Coordenador de Enfermagem,3,9,Nao
Amery Ballard,donec@neque.co.uk,Brazil,Pernambuco,(02) 0000-0255,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Obstreta,3,10,Nao
Madonna Baird,turpis.aliquam.adipiscing@lobortisrisus.edu,Brazil,Paraná,(65) 0000-4748,143-5718 Eget Road,Medico,6,3,Nao
Ginger Zamora,lacus.aliquam.rutrum@aeneansed.net,Brazil,Pernambuco,(04) 0000-5274,Ap #393-3560 Pretium Rd.,Nefrologista,2,10,Nao
Constance Gonzalez,tempor.arcu@lobortisquam.edu,Brazil,Santa Catarina,(85) 0000-6085,"Garth Sears,ligula@justopraesentluctus.net,Brazil,Rio de Janeiro,(82) 0000-2063,Ap #444-9724 Erat. Avenue,Medico,4,2,Sim",Enfermeiro Plantonista,8,3,Sim
